Key,Value
7276,"Esto es lo que dicen. %hnt[/record]
Es una buena historia, lo es. %hnt[/record]
%hnt[/record]
No querría que me llamaran chismoso, pero... %hnt[/record]
Quién lo hubiera pensado. %hnt[/record]
%hnt Ojalá pudiera decirte más.[/record]
%hnt Me temo que eso es todo lo que sé.[/record]
Oh, sí. %hnt[/record]
%hnt Pero puede que ya lo sepas.[/record]
¿Perdón? %hnt Eso es todo lo que sé.[/record]
Bueno, probablemente ya sepas esto. %hnt[/end]"
7277,"Los tomos son muy específicos. %hnt[/record]
Mis adivinaciones rara vez fallan. %hnt[/record]
Algunas fuentes discrepan, pero yo estoy seguro. %hnt2[/record]
Supongo que es inofensivo. %hnt2[/record]
Os beneficia haberme consultado. Soy uno de los pocos que sabe algo. %hnt2[/record]
¿%key? %hnt[/record]
%hnt Seguramente ya seáis consciente de eso.[/record]
%hnt2 Estimo que eso es lo mejor que puedo deciros.[/record]
%hnt Pero todo el mundo sabe eso.[/record]
%hnt[/record]
%hnt ¿Es de eso de lo que estáis hablando?[/end]"
7278,"Mi querido %pcf. %hnt ¿No lo sabíais?[/record]
La charla en la corte es divertida. %hnt[/record]
Mis espías me contaron esto. %hnt2[/record]
%hnt[/record]
Tengo fuentes impecables. %hnt2[/record]
%hnt Puede que haya algo más.[/record]
%hnt Alguien más puede tener la historia completa.[/end]"
7279,"%hnt Al menos eso es lo que se dice en la calle.[/record]
%oth. ¿No lo sabes? %hnt[/record]
Aquí está la verdadera historia. %hnt2[/record]
Le saqué esta info a golpes a un tipo. %hnt2[/record]
Tengo contactos. %hnt2[/record]
No soy la mejor persona a la que preguntar. %hnt Eso es todo lo que sé.[/record]
Pregunta a otro, %pcf. %hnt. Cosa que cualquiera podría haberte dicho.[/end]"
7280,"%pcn! Ojalá pudiera ayudaros. Realmente no sé nada en absoluto sobre %key.[/record]
Vendería hasta los calzoncillos del Rey de los Bajos por vos, %pcf, pero perdonadme. Simplemente no lo sé.[/record]
Me duele admitir esto, especialmente a vos, pero no tengo ni la menor pista.[/record]
Por favor, no me lo tengáis en cuenta, pero simplemente no tengo la respuesta.[/record]
Después de lo que habéis hecho por nosotros, %pcf, me encantaría hablaros sobre %key. Sin embargo, no lo sé.[/end]"
7281,"%hnr, si lo supiera, se lo diría de seguro.[/record]
Ya sabéis que podéis depender de mí, %pcf. Pero en lo que respecta a %key, simplemente no lo sé.[/record]
No lo sé, %hnr. Por favor, no penséis mal de mí.[/record]
Lo que daría por saber sobre %key. Lo siento, %hnr.[/record]
%oth. Una pregunta tan simple, y yo sin saberlo. Os ruego que me perdonéis, %hnr.[/end]"
7282,"Mi leal patrón, me apena admitir ignorancia sobre %key.[/record]
Soy una fuente de información, %pcf. Lamentablemente, carezco de cualquier dato sobre %key.[/record]
Sois consciente de que os respondería si pudiera. %key es un enigma para mí.[/record]
Sois mi leal camarada, pero ninguno de estos tomos tiene referencias sobre %key.[/record]
Aunque sois mi aliado de absoluta confianza, no conozco la respuesta.[/end]"
7283,"Aunque vuestra lealtad hacia mí está más allá de toda duda, simplemente no sé nada de %key.[/record]
Como uno de mis más leales seguidores, os lo diría si tan solo supiera la respuesta.[/record]
¿%key? No tengo ni la más remota idea, querido %pcf.[/record]
Oí hablar de %key una vez, pero he olvidado qué era.[/record]
Confío plenamente en vos, así que espero que comprendáis cuando os digo que simplemente no lo sé.[/end]"
7284,"Eres como un hermano para mí, %pcf. Pero no puedo decirte lo que no sé.[/record]
¿%key? Nunca he oído hablar de %key.[/record]
Oye, te confiaría mi espalda en un callejón, pero no sé nada sobre %key. Nunca me has delatado, %pcf. Pero si no lo sé, no lo sé.[/record]
%key me suena de algo... no. Sabes que te diría casi cualquier cosa, pero no logro recordarlo.[/end]"
7285,"Cualquier cosa por %hnr %pcf. Está %hnt.[/record]
Con gusto, %hnr. Id %hnt.[/record]
Sería un honor. Probad %hnt.[/record]
Os llevaría yo mismo, pero me necesitan aquí. Está %hnt.[/record]
Ayudar a %hnr %pcf alegra mi día. Id %hnt.[/record]
Dadme un segundo. Eso está %hnt.[/record]
Deberíais intentar buscar %hnt.[/end]"
7286,"Sí, %hnr. Con mucho gusto. Id %hnt.[/record]
Para el honorable %pcn, tomad %hnt.[/record]
Siempre os habéis portado bien conmigo y los míos, %hnr %pcf. Está %hnt.[/record]
Me gusta haceros favores, %pcf. Probad %hnt.[/record]
Es un placer, %hnr %pcf. Está %hnt.[/record]
Encontraréis %key %hnt.[/record]
Sí, conozco esa ubicación. Está %hnt.[/record]
Dejadme pensar un minuto... %key está %hnt.[/record]
Ya veo... %key está %hnt.[/end]"
7287,"Hecho con prontitud y gusto. Está %hnt.[/record]
Para vos, por supuesto. Id %hnt.[/record]
La más sencilla de las tareas. Probad %hnt.[/record]
Con gusto, %hnr. Está %hnt.[/record]
Una petición trivial. Id %hnt.[/end]"
7288,"Para alguien con vuestra lealtad, por supuesto. Está %hnt.[/record]
No podría hacer menos por un súbdito leal. Id %hnt.[/record]
La sencillez misma. Probad %hnt.[/record]
Siempre me habéis ayudado, ahora puedo devolveros el favor. Está %hnt.[/record]
Por supuesto. ¿Acaso no hemos sido siempre amigos? Id %hnt[/record]
.[/end]"
7289,"No tenéis que preguntar dos veces. Está %hnt.[/record]
¿Para vos? Sin problemas. Id %hnt.[/record]
No es muy conocido, pero probad %hnt.[/record]
Ya que es eso o cortaros el cuello (guiño y risas), está %hnt.[/record]
Id %hnt. Cuidad vuestra espalda, %pcf.[/end]"
7290,"Confío en vos. %hnt[/record]
La mayoría ya sabe esto. %hnt[/record]
Realmente no debería deciros esto. %hnt2[/record]
%hnt2 Sé que haréis lo correcto, %pcf.[/record]
Sois de las pocas personas a las que les contaría esto. %hnt2[/record]
De hecho, resulta que sé algo. %hnt2[/record]
Le habéis preguntado a la persona adecuada. %hnt2[/end]"
7291,"Perdonad, %hnr %pcf, pero casi todo el mundo sabe esto. %hnt[/record]
Siempre es un placer ayudaros, %pcf. %hnt[/record]
Mi primo me contó algo. %hnt[/record]
Escuché algunas cosas por ahí. %hnt2 ¿Eso ayuda?[/record]
He estado guardando este detalle para vos, %hnr %pcf. %hnt2[/record]
No estoy seguro de qué sabéis ya. %hnt[/record]
Bueno, probablemente ya sepáis esto. %hnt[/end]"
7292,"%hnt Es de conocimiento común que %hnt.[/record]
Confidencialmente, esto es lo que indican mis investigaciones. %hnt2[/record]
La confianza engendra confianza. %hnt2[/record]
Mis adivinaciones han revelado mucho. %hnt2[/record]
Un escrutinio privado muestra muchas cosas. %hnt2[/record]
Ah, sí, no todo el mundo sabe esto. %hnt2[/record]
Puede interesaros saber esto. %hnt[/record]
Bueno... %hnt. ¿Ayuda eso?[/record]
¿Queréis saber más? %hnt2 supongo.[/end]"
7293,"Vuestra lealtad a %t tiene su recompensa. %hnt[/record]
Siempre me habéis sido leal. %hnt[/record]
Tenéis suerte de haberme preguntado. Los cotilleos de la corte tienen sus beneficios. %hnt2[/record]
Siempre me alegra ayudaros, %pcf. %hnt2[/record]
Vuestro fiel servicio es motivo suficiente para que os lo cuente. %hnt2[/end]"
7294,"Siempre podéis contar conmigo, %pcf. %hnt[/record]
Vos afilasteis mi hoja, ahora yo afilaré la vuestra. %hnt2[/record]
Para mi colega de juergas, por supuesto. %hnt2[/record]
. %hnt2 Al menos eso es lo que dice el Gremio de Ladrones.[/record]
%hnt2 Se comenta por toda la Hermandad Oscura.[/end]"
7332,"... Dejadme que os marque %loc aquí en el mapa[/record]
... Sería más fácil si simplemente os marcara %loc en el mapa[/record]
... Esperad, dejad que os enseñe %loc en el mapa[/record]
... Justo aquí. Podéis ver %loc en vuestro mapa[/record]
muy cerca. Aquí, os enseñaré %loc en vuestro mapa[/record]
terriblemente cerca. Sería mejor si os marcara %loc en el mapa[/record]
justo ahí (señala %loc en vuestro mapa)[/end]"
7333,"%di de aquí[/record]
%di de donde estamos parados[/record]
por allí, seguid hacia el %di[/record]
por allá, al %di[/record]
un trecho al %di de aquí[/record]
no muy lejos al %di, si no os importa caminar[/record]
al %di de aquí, a menos que me equivoque[/record]
al %di de aquí, creo[/record]
al %di, tras una pequeña caminata[/end]"
7700,Start inserting action type 99 here... (do not translate)[/end]
7701,"Un guardia aburrido dice: ""Solo el personal del castillo y[/center]
los invitados de confianza pueden pasar de esas puertas.""[/center]
[/end]"
7702,"Un guardia aburrido dice: ""Solo el personal del castillo y[/center]
los invitados de confianza pueden pasar de esas puertas.""[/center]
[/end]"
7703,"Un guardia aburrido dice: ""Solo el personal del castillo y[/center]
los invitados de confianza pueden pasar de esas puertas.""[/center]
[/end]"
7704,"Un guardia aburrido dice: ""Solo el personal del castillo y[/center]
los invitados de confianza pueden pasar de esas puertas.""[/center]
[/end]"
7705,"Un guardia aburrido dice: ""Solo el personal del castillo y[/center]
los invitados de confianza pueden pasar de esas puertas.""[/center]
[/end]"
7717,"Una fuerte voz orca al fondo de la sala gruñe: ""Todo aquel que entre debe enfrentarse al juicio por las armas"".[/end]"
7764,"Cánticos y ruidos extraños y alienígenas se filtran bajo[/left]
la puerta. El olor a azufre y pociones[/left]
nocivas invade vuestra nariz.[/left]
[/end]"
7765,"La puerta retiene un silencio antinatural,[/left]
carente incluso del chirrido de pequeños[/left]
insectos. Oís decir a Popudax: Nuestro almacén[/left]
solo está abierto para aquellos en quienes confío.[/left]
[/end]"
7766,"Un pequeño emblema heráldico sobre el pomo de la puerta[/left]
la marca claramente como los aposentos privados de[/left]
un miembro de la familia real.[/left]
[/end]"
7767,"Voces masculinas fuertes y audaces resuenan tras la puerta.[/left]
Se oyen tenues tintineos de metal, obviamente hechos por hombres con[/left]
armadura moviéndose de un lado a otro.[/left]
[/end]"
7768,"Un choque rítmico de metal contra metal suena[/left]
a través de la puerta. La puerta en sí está[/left]
ligeramente caliente al tacto.[/left]
[/end]"
7769,"El guardia dice: ""Cuidado ahí, escudero.[/left]
Esa puerta de ahí da a las mazmorras. Solo[/left]
los que tienen permiso pueden entrar"". Tenues[/left]
aullidos y un gruñido bajo y ominoso tras[/left]
la puerta os producen escalofríos.[/left]
[/end]"
7770,"El tintineo de ollas y sartenes y el olor[/left]
a pan recién horneado emanan de esta puerta.[/left]
[/end]"
8050,"Vos, %pcn, sois acusado del delito de[/center]
%cri. Si os declaráis inocente[/center]
y sois hallado culpable, os enfrentaréis a[/center]
%pen. Una declaración de culpabilidad[/center]
invocará la misericordia del tribunal y vuestra[/center]
pena será mucho menor. ¿Cómo os declaráis?[/center]
[/end]"
8052,"No tenéis suficiente oro, %pcn. Pasaréis[/center]
un total de %pdg días adicionales en prisión.[/center]
[/end]"
8053,"¿Deseáis esperar los %dip días[/center]
hasta el día en que debáis ser liberado?[/center]
[/end]"
8055,"Habéis sido hallado culpable, y sois sentenciado a[/center]
%dip días de prisión. A partir de hoy.[/center]
[/end]"
8057,"Habéis sido hallado culpable, y sois sentenciado a[/center]
pagar una multa de %gtp piezas de oro inmediatamente.[/center]
[/end]"
8058,"Habéis sido hallado culpable, y debéis pagar una multa[/center]
de %gtp piezas de oro. Además, debéis[/center]
cumplir %dip días de prisión. Eso es todo.[/center]
[/end]"
8060,"%pcn, vais a ser ejecutado por vuestros crímenes[/center]
contra el pueblo de %cn. Sois sentenciado[/center]
a ser encerrado en %prn,[/center]
para enfrentar a los demonios de su interior, para no salir jamás.[/center]
[/end]"
8062,"%pcn, habéis sido hallado inocente[/center]
por este tribunal. Sois libre de iros.[/center]
[/end]"
8063,"%pcn, este tribunal os halla culpable,[/center]
y por vuestros crímenes vais a ser desterrado[/center]
de %cn, para no volver jamás.[/center]
[/end]"
8064,"¿Cómo intentaréis convencer[/center]
al tribunal de vuestra inocencia?[/center]
[/end]"
8075,"No se me ocurre ningún trabajo disponible para un %ra como vos.[/record]
¿Por qué en todo Tamriel le ofrecería un trabajo a un %ra como vos?[/record]
Quizás deberíais aprender un oficio como la zapatería.[/record]
¿Trabajo? Deberíais buscar otra cosa que hacer con vuestro tiempo.[/record]
Ah, la maldición de las clases bebedoras. No puedo ayudaros.[/record]
Desempleado, ¿verdad? Es probable que sigáis así por un tiempo.[/record]
No he oído hablar de ningún trabajo en absoluto, no.[/record]
¡Un %ra que realmente quiere trabajar! Increíble.[/record]
Quizás deberíais preguntar en alguna otra comunidad.[/record]
Me temo que no conozco ningún empleo en absoluto.[/record]
Podríais preguntar a... En realidad, no me viene nadie a la mente.[/record]"
8076,"%pqn podría tener trabajo. Podéis encontrar a %g2 en %pqp.[/record]
Preguntad a %pqn; %g suele tener trabajo en %pqp.[/record]
No sé cuánto pagan, pero %pqn tiene algo que hacer en %pqp.[/record]
%pqn me pidió que buscara a gente como vos. Id a buscar a %g2 a %pqp.[/record]
Seríais perfecto para este trabajo que %pqn necesita hacer. Encontraréis a %g2 en %pqp.[/record]
%pqp es el lugar al que debéis ir. Buscad a alguien llamado %pqn.[/end]"
8077,"Seréis la respuesta a las plegarias de %pqn. Podéis encontrar a %g2 en %pqp.[/record]
Id a %pqp y buscad a %pqn. Seríais perfecto para ese tipo de trabajo.[/record]
No habéis oído esto de mí, pero id a buscar a alguien llamado %pqn en %pqp.[/record]
%pqn podría tener algo para que hagáis en %pqp.[/record]
De hecho, %pqn me pidió que dirigiera a los mercenarios desempleados a %pqp.[/record]
Podríais preguntar a %pqn en %pqp.[/record]
¿Una misión, decís? Yo preguntaría a %pqn; %g suele estar en %pqp.[/record]
Esto es lo que debéis hacer. Id a un lugar llamado %pqp y hablad con alguien llamado %pqn.[/end]"
8078,"No hay trabajo disponible en absoluto.[/record]
Me temo que todo el mundo busca trabajo en estos días.[/record]
No es un buen momento para estar desempleado, me temo.[/end]"
8100,"Guarida de %n[/record]
Salón de %n[/record]
Asilo de %n[/record]
Cueva de %n[/record]
Cueva de %n[/record]
Agujero de %n[/record]
Guarida de %n[/record]
Foso de %n[/record]
Foso de %n[/record]
Prisión de %n[/record]
Prisión de %n[/record]
Jaula de %n[/record]
Mazmorra de %n[/record]
Mazmorra de %n[/record]
Fortaleza de %n[/record]
Fortaleza de %n[/record]
Minas de %n[/record]
Caverna de %n[/record]
Caverna de %n[/end]"
8200,"La Bóveda de %vn[/record]
La Cripta de %vn[/record]
Tumba de %vn[/record]
La Tumba de %vn[/record]
La Sepultura de %vn[/record]
El Mausoleo de %vn[/record]
El Sepulcro de %vn[/record]
Túmulo de %vn[/record]
El Túmulo de %vn[/record]
El Mojón de %vn[/record]
La Mastaba de %vn[/end]"
8201,%on[/end]
8202,"La Fortaleza de %mn[/record]
Castillo %mn[/record]
Castillo %mn[/record]
La Fortaleza de %mn[/record]
El Baluarte de %mn[/record]
Baluarte de %mn[/record]
La Ciudadela de %mn[/record]
Torre %mn[/record]
Torre %mn[/record]
La Torre de %mn[/record]
Guardia de %mn[/record]
Salón %mn[/end]"
8203,"La Mazmorra de %mn[/record]
La Prisión de %mn[/record]
La Prisión de %mn[/record]
La Cárcel de %mn[/record]
Cárcel de %mn[/record]
La Penitenciaría de %mn[/record]
El Reformatorio de %mn[/record]
La Casa de Corrección de %mn[/record]
El Asilo de %mn[/record]
El Asilo de %mn[/end]"
8204,"El Templo de %dn[/record]
La Catedral de %dn[/record]
El Monasterio %dn[/record]
El Monasterio de %dn[/record]
Catedral de %dn[/record]
La Abadía de %dn[/record]
La Mansión %dn[/record]
La Rectoría %dn[/record]
El Convento de %dn[/record]
El Claustro de %dn[/record]
El Priorato de %dn[/record]
El Santuario de %dn[/record]
El Santuario de %dn[/record]
La Ermita de %dn[/record]
La Ermita de %dn[/end]"
